order_id,product_id,quantity,selling_price
4253,50,1,998
4254,39,3,1068
4254,34,1,1107
4254,43,3,1149
4255,4,1,516
4255,22,1,892
4256,5,1,1051
4256,9,3,1025
4256,8,3,588
4257,34,2,1107
4257,13,2,954
4258,5,2,1051
4258,36,2,847
4259,18,1,649
4259,44,1,1303
4259,23,3,784
4260,17,2,902
4260,9,2,1025
4260,38,2,1061
4261,50,3,998
4262,21,1,736
4262,44,1,1303
4262,26,1,1135
4263,12,3,1432
4263,19,1,718
4263,1,2,1038
4264,49,1,1172
4265,9,2,1025
4265,13,2,954
4266,4,3,516
4266,27,2,1283
4266,42,3,934
4267,21,3,736
4267,44,3,1303
4267,23,3,784
4268,11,3,1047
4268,33,2,943
4268,22,1,892
4269,40,2,1066
4269,16,2,1416
4269,40,1,1066
4270,14,3,1157
4270,6,3,1306
4270,26,2,1135
4271,28,3,1057
4271,20,3,753
4272,23,1,784
4273,6,1,1306
4273,3,3,748
4274,22,1,892
4274,38,1,1061
4275,42,2,934
4275,34,1,1107
4276,5,2,1051
4276,12,3,1432
4276,1,2,1038
4277,25,3,737
4277,43,3,1149
4277,3,2,748
4278,17,3,902
4278,1,2,1038
4278,46,1,625
4279,33,2,943
4279,6,2,1306
4279,42,1,934
4280,18,2,649
4280,15,1,439
4281,26,2,1135
4281,39,2,1068
4281,25,1,737
4282,46,1,625
4282,30,3,549
4282,6,3,1306
4283,47,1,954
4284,30,1,549
4284,46,1,625
4285,35,1,815
4286,14,3,1157
4286,39,1,1068
4287,34,1,1107
4287,8,2,588
4287,37,1,1229
4288,12,1,1432
4288,22,1,892
4289,12,3,1432
4289,22,1,892
4289,41,1,910
4290,5,2,1051
4290,49,3,1172
4291,27,2,1283
4291,43,1,1149
4292,35,1,815
4293,8,2,588
4293,27,1,1283
4293,49,3,1172
4294,26,1,1135
4294,2,2,576
4295,9,2,1025
4296,25,1,737
4297,8,1,588
4297,39,3,1068
4298,39,3,1068
4298,50,3,998
4298,33,1,943
4299,35,3,815
4300,11,3,1047
4301,41,2,910
4301,38,2,1061
4301,23,2,784
4302,50,3,998
4303,31,2,647
4303,7,2,332
4304,14,3,1157
4304,11,2,1047
4304,33,3,943
4305,35,3,815
4305,24,1,946
4305,32,3,611
4306,34,2,1107
4307,15,3,439
4307,44,1,1303
4307,27,2,1283
4308,22,2,892
4308,27,2,1283
4309,49,1,1172
4309,6,2,1306
4309,43,3,1149
4310,28,1,1057
4310,36,1,847
4310,38,1,1061
4311,38,1,1061
4311,20,2,753
4312,42,2,934
4312,22,1,892
4313,8,3,588
4313,2,3,576
4314,18,1,649
4314,8,3,588
4314,24,2,946
4315,31,2,647
4315,36,2,847
4316,34,1,1107
4316,31,1,647
4317,34,3,1107
4317,14,3,1157
4317,26,3,1135
4318,13,3,954
4318,12,1,1432
4318,28,3,1057
4319,44,3,1303
4319,31,1,647
4319,4,3,516
4320,27,2,1283
4320,50,2,998
4320,23,3,784
4321,44,3,1303
4321,2,1,576
4322,4,2,516
4322,49,1,1172
4323,16,3,1416
4323,5,3,1051
4324,47,3,954
4324,28,2,1057
4324,16,1,1416
4325,37,2,1229
4325,36,3,847
4325,15,2,439
4326,44,3,1303
4327,43,3,1149
4328,43,1,1149
4328,47,1,954
4328,6,2,1306
4329,24,2,946
4329,31,2,647
4329,12,3,1432
4330,43,1,1149
4330,12,3,1432
4330,16,1,1416
4331,50,3,998
4331,12,3,1432
4332,34,3,1107
4333,21,2,736
4334,10,1,913
4334,28,1,1057
4334,46,1,625
4335,48,2,553
4336,27,3,1283
4336,18,2,649
4336,34,2,1107
4337,7,2,332
4338,18,2,649
4338,40,2,1066
4339,4,2,516
4340,46,1,625
4340,3,3,748
4341,9,3,1025
4342,7,2,332
4342,40,3,1066
4342,26,2,1135
4343,13,1,954
4343,48,2,553
4343,2,3,576
4344,48,2,553
4344,12,1,1432
4345,41,3,910
4345,44,3,1303
4346,20,3,753
4346,32,3,611
4347,36,1,847
4348,31,1,647
4348,2,1,576
4349,48,1,553
4350,23,3,784
4350,11,2,1047
4351,46,1,625
4351,7,2,332
4352,34,2,1107
4353,6,2,1306
4353,7,1,332
4354,9,2,1025
4354,29,3,1062
4355,14,2,1157
4356,45,1,561
4356,21,1,736
4357,12,3,1432
4357,27,3,1283
4357,45,2,561
4358,14,1,1157
4358,45,2,561
4358,30,2,549
4359,29,1,1062
4359,3,2,748
4359,28,2,1057
4360,47,2,954
4361,43,2,1149
4362,38,3,1061
4363,13,2,954
4364,31,1,647
4364,33,1,943
4364,24,2,946
4365,11,3,1047
4366,25,2,737
4367,12,2,1432
4367,18,1,649
4368,6,2,1306
4368,43,1,1149
4368,19,2,718
4369,36,3,847
4369,5,3,1051
4370,29,3,1062
4371,1,2,1038
4371,29,1,1062
4372,44,3,1303
4372,23,2,784
4373,45,2,561
4373,27,2,1283
4374,39,2,1068
4374,34,1,1107
4375,20,1,753
4375,32,1,611
4376,48,2,553
4376,16,3,1416
4377,8,1,588
4377,43,2,1149
4378,29,2,1062
4378,36,2,847
4378,33,2,943
4379,27,3,1283
4379,2,1,576
4379,43,3,1149
4380,31,1,647
4380,39,2,1068
4381,25,1,737
4381,28,1,1057
4382,39,2,1068
4383,21,1,736
4383,13,2,954
4384,7,3,332
4385,3,1,748
4385,45,1,561
4385,33,2,943
4386,8,1,588
4387,46,1,625
4388,39,2,1068
4388,37,1,1229
4389,47,1,954
4389,40,2,1066
4389,18,2,649
4390,30,1,549
4390,23,3,784
4390,46,3,625
4391,6,3,1306
4392,20,1,753
4392,8,2,588
4392,46,2,625
4393,10,1,913
4393,30,3,549
4394,45,2,561
4394,38,3,1061
4395,23,3,784
4395,39,1,1068
4395,28,2,1057
4396,44,1,1303
4396,50,3,998
4397,45,1,561
4398,43,2,1149
4399,21,3,736
4399,45,2,561
4400,26,2,1135
4400,19,2,718
4401,37,3,1229
4402,29,3,1062
4403,45,2,561
4403,29,2,1062
4404,34,2,1107
4405,10,3,913
4406,19,1,718
4407,8,3,588
4408,15,2,439
4409,13,1,954
4409,7,2,332
4410,2,3,576
4411,22,1,892
4411,29,3,1062
4412,9,3,1025
4412,9,3,1025
4413,5,1,1051
4414,6,2,1306
4414,47,2,954
4414,17,2,902
4415,20,2,753
4415,10,1,913
4415,37,3,1229
4416,49,2,1172
4416,15,2,439
4417,4,3,516
4418,3,1,748
4418,28,1,1057
4419,17,2,902
4419,4,1,516
4420,13,3,954
4421,6,1,1306
4422,48,3,553
4422,6,2,1306
4422,4,2,516
4423,43,1,1149
4424,46,2,625
4425,30,3,549
4425,40,1,1066
4426,38,1,1061
4426,27,1,1283
4427,8,3,588
4427,22,1,892
4427,26,1,1135
4428,26,3,1135
4429,40,3,1066
4429,48,1,553
4430,23,2,784
4430,26,1,1135
4430,45,2,561
4431,29,2,1062
4432,42,3,934
4432,33,1,943
4433,13,3,954
4433,17,1,902
4433,20,2,753
4434,14,1,1157
4434,11,1,1047
4434,3,3,748
4435,44,2,1303
4436,29,1,1062
4437,32,2,611
4437,2,3,576
4438,36,2,847
4438,46,1,625
4438,19,1,718
4439,38,2,1061
4439,47,1,954
4439,39,3,1068
4440,46,2,625
4441,37,1,1229
4441,30,1,549
4442,12,2,1432
4442,5,1,1051
4443,14,2,1157
4444,24,1,946
4444,9,3,1025
4445,27,1,1283
4446,21,2,736
4447,28,3,1057
4447,27,3,1283
4447,1,3,1038
4448,40,3,1066
4449,27,2,1283
4450,44,1,1303
4450,38,2,1061
4450,39,2,1068
4451,43,2,1149
4451,45,2,561
4451,10,1,913
4452,28,3,1057
4453,34,2,1107
4454,32,2,611
4454,48,2,553
4454,18,3,649
4455,14,2,1157
4455,41,2,910
4455,16,2,1416
4456,23,2,784
4456,18,2,649
4457,35,3,815
4457,19,3,718
4457,33,3,943
4458,13,2,954
4458,14,2,1157
4459,6,1,1306
4460,14,1,1157
4460,39,1,1068
4460,20,1,753
4461,14,3,1157
4461,26,2,1135
4461,42,1,934
4462,26,2,1135
4462,34,3,1107
4463,14,2,1157
4463,11,3,1047
4463,15,1,439
4464,22,1,892
4464,47,1,954
4465,10,1,913
4466,25,2,737
4466,46,2,625
4466,34,2,1107
4467,31,1,647
4467,22,2,892
4468,5,3,1051
4469,24,1,946
4470,23,2,784
4470,35,2,815
4470,42,1,934
4471,34,1,1107
4472,39,2,1068
4473,27,1,1283
4473,25,2,737
4473,37,3,1229
4474,43,1,1149
4474,17,2,902
4475,4,1,516
4475,27,3,1283
4476,4,3,516
4476,4,1,516
4476,13,1,954
4477,23,2,784
4478,48,3,553
4478,50,2,998
4478,12,1,1432
4479,12,3,1432
4479,48,1,553
4479,1,1,1038
4480,26,2,1135
4481,5,1,1051
4482,34,1,1107
4482,18,2,649
4483,43,1,1149
4484,12,3,1432
4485,3,3,748
4485,19,2,718
4485,13,1,954
4486,30,2,549
4486,35,3,815
4486,8,3,588
4487,41,3,910
4487,16,2,1416
4487,8,3,588
4488,20,1,753
4489,40,2,1066
4490,23,2,784
4490,28,3,1057
4491,24,1,946
4491,18,1,649
4492,23,3,784
4492,37,3,1229
4492,9,2,1025
4493,35,3,815
4493,9,2,1025
4493,39,1,1068
4494,10,1,913
4495,1,3,1038
4495,15,2,439
4495,12,2,1432
4496,26,2,1135
4496,22,3,892
4496,27,1,1283
4497,13,2,954
4497,43,1,1149
4498,1,2,1038
4498,29,3,1062
4499,38,2,1061
4499,10,3,913
4499,23,1,784
4500,44,1,1303
4500,3,1,748
4501,46,3,625
4502,9,2,1025
4503,6,2,1306
4503,41,1,910
4503,41,3,910
4504,17,1,902
4504,24,2,946
4504,22,1,892
4505,17,1,902
4505,11,3,1047
4505,33,1,943
4506,41,3,910
4506,41,2,910
4506,36,1,847
4507,26,2,1135
4508,31,2,647
4508,26,3,1135
4508,12,1,1432
4509,37,3,1229
4509,6,2,1306
4509,8,1,588
4510,14,1,1157
4510,16,2,1416
4510,38,2,1061
4511,36,3,847
4511,49,3,1172
4511,50,3,998
4512,23,2,784
4512,42,3,934
4513,6,1,1306
4514,24,1,946
4514,50,3,998
4515,46,1,625
4516,49,1,1172
4516,11,2,1047
4516,15,1,439
4517,17,2,902
4517,22,3,892
4518,10,1,913
4519,43,2,1149
4519,14,1,1157
4519,10,3,913
4520,10,2,913
4520,9,2,1025
4521,4,1,516
4521,32,2,611
4522,4,1,516
4523,50,2,998
4524,34,2,1107
4524,43,1,1149
4525,38,1,1061
4525,27,3,1283
4526,24,3,946
4526,19,2,718
4526,2,1,576
4527,1,2,1038
4528,31,3,647
4529,11,2,1047
4530,15,2,439
4530,50,1,998
4531,11,1,1047
4531,38,2,1061
4531,46,1,625
4532,9,3,1025
4532,31,1,647
4532,38,1,1061
4533,22,3,892
4533,49,2,1172
4533,38,3,1061
4534,45,2,561
4534,4,3,516
4534,42,2,934
4535,5,1,1051
4535,20,3,753
4535,25,1,737
4536,40,3,1066
4537,28,1,1057
4537,7,1,332
4538,29,1,1062
4539,13,2,954
4540,16,1,1416
4541,5,1,1051
4541,30,2,549
4541,49,1,1172
4542,26,3,1135
4542,2,2,576
4542,6,1,1306
4543,11,3,1047
4544,14,2,1157
4544,14,2,1157
4544,5,1,1051
4545,5,2,1051
4545,8,2,588
4545,12,3,1432
4546,33,3,943
4546,4,3,516
4547,12,1,1432
4547,5,1,1051
4547,16,1,1416
4548,38,1,1061
4548,30,1,549
4549,41,2,910
4550,5,2,1051
4551,15,3,439
4551,24,1,946
4552,13,1,954
4552,16,2,1416
4552,3,1,748
4553,39,2,1068
4553,43,3,1149
4553,11,2,1047
4554,44,3,1303
4555,42,1,934
4555,12,3,1432
4555,46,1,625
4556,26,3,1135
4556,33,2,943
4556,30,1,549
4557,14,3,1157
4558,34,1,1107
4559,21,3,736
4560,22,1,892
4560,8,3,588
4560,38,3,1061
4561,30,1,549
4561,43,1,1149
4562,21,3,736
4562,20,3,753
4563,13,1,954
4564,41,3,910
4565,15,2,439
4565,11,2,1047
4565,42,2,934
4566,36,3,847
4567,4,2,516
4567,41,1,910
4568,8,2,588
4568,47,2,954
4569,42,2,934
4570,17,3,902
4570,23,3,784
4570,4,1,516
4571,26,3,1135
4572,16,1,1416
4573,34,1,1107
4573,37,2,1229
4573,47,1,954
4574,47,1,954
4575,17,3,902
4575,50,2,998
4576,7,2,332
4577,39,3,1068
4578,3,1,748
4578,40,3,1066
4579,36,2,847
4580,27,3,1283
4580,25,2,737
4580,23,1,784
4581,16,1,1416
4581,13,3,954
4582,28,1,1057
4583,39,3,1068
4583,43,2,1149
4584,42,3,934
4584,26,1,1135
4585,42,2,934
4586,44,2,1303
4586,33,2,943
4587,18,1,649
4588,32,1,611
4589,24,3,946
4590,13,1,954
4591,26,3,1135
4592,27,1,1283
4592,1,3,1038
4592,23,3,784
4593,23,1,784
4593,22,1,892
4593,38,3,1061
4594,5,2,1051
4595,9,2,1025
4596,21,3,736
4596,42,3,934
4596,31,3,647
4597,43,1,1149
4597,28,3,1057
4597,43,1,1149
4598,25,2,737
4598,47,3,954
4598,9,1,1025
4599,34,1,1107
4599,35,1,815
4600,48,1,553
4601,2,1,576
4601,50,3,998
4601,29,2,1062
4602,18,2,649
4602,6,3,1306
4603,35,3,815
4603,33,2,943
4604,33,3,943
4605,27,2,1283
4605,4,1,516
4606,24,3,946
4607,18,2,649
4608,40,2,1066
4609,21,2,736
4609,19,3,718
4610,22,2,892
4610,25,3,737
4610,17,1,902
4611,50,1,998
4611,19,1,718
4611,23,2,784
4612,33,2,943
4612,31,1,647
4613,14,1,1157
4614,25,3,737
4615,50,3,998
4615,32,2,611
4615,23,1,784
4616,21,1,736
4616,39,1,1068
4616,5,2,1051
4617,3,2,748
4618,33,3,943
4618,33,2,943
4619,48,3,553
4619,2,2,576
4620,35,2,815
4620,6,2,1306
4621,1,2,1038
4621,17,2,902
4622,43,1,1149
4623,6,1,1306
4624,1,3,1038
4624,29,2,1062
4625,50,2,998
4626,6,1,1306
4626,4,2,516
4627,15,3,439
4627,4,3,516
4627,36,3,847
4628,26,3,1135
4629,4,1,516
4629,1,2,1038
4630,43,1,1149
4631,44,3,1303
4632,20,1,753
4633,24,2,946
4633,22,3,892
4633,32,3,611
4634,42,2,934
4634,44,2,1303
4635,34,2,1107
4635,15,1,439
4635,10,3,913
4636,28,3,1057
4637,2,1,576
4637,24,2,946
4638,46,2,625
4638,26,2,1135
4638,25,3,737
4639,11,2,1047
4639,45,1,561
4639,10,2,913
4640,15,2,439
4641,50,3,998
4641,39,3,1068
4641,9,3,1025
4642,29,2,1062
4642,39,3,1068
4643,13,3,954
4644,39,2,1068
4644,11,1,1047
4645,29,1,1062
4645,4,2,516
4646,22,1,892
4646,22,3,892
4646,10,3,913
4647,23,1,784
4648,33,2,943
4648,11,1,1047
4648,44,2,1303
4649,17,1,902
4650,7,3,332
4650,27,1,1283
4650,32,3,611
4651,33,1,943
4651,49,2,1172
4652,36,2,847
4652,45,1,561
4653,49,1,1172
4654,50,2,998
4654,23,2,784
4655,48,1,553
4656,16,2,1416
4656,6,3,1306
4656,2,2,576
4657,47,2,954
4658,27,2,1283
4658,11,2,1047
4659,8,1,588
4660,29,1,1062
4660,37,2,1229
4660,37,2,1229
4661,47,3,954
4661,47,3,954
4661,33,1,943
4662,9,3,1025
4662,2,3,576
4663,10,2,913
4664,40,2,1066
4664,1,3,1038
4665,43,2,1149
4666,6,1,1306
4667,16,1,1416
4667,16,3,1416
4667,11,3,1047
4668,32,1,611
4669,4,2,516
4669,3,1,748
4669,27,1,1283
4670,47,1,954
4671,32,2,611
4671,15,3,439
4672,14,1,1157
4673,4,2,516
4674,39,2,1068
4674,31,2,647
4675,50,3,998
4675,29,2,1062
4675,37,3,1229
4676,8,3,588
4677,50,1,998
4677,8,2,588
4677,27,2,1283
4678,6,2,1306
4678,44,1,1303
4679,32,1,611
4679,12,1,1432
4680,44,3,1303
4680,27,1,1283
4681,30,2,549
4681,49,2,1172
4682,7,1,332
4683,11,2,1047
4683,9,3,1025
4684,14,3,1157
4684,6,3,1306
4685,7,3,332
4685,29,1,1062
4685,3,3,748
4686,17,1,902
4687,42,2,934
4687,6,1,1306
4688,15,1,439
4688,27,1,1283
4689,1,1,1038
4689,34,3,1107
4689,33,3,943
4690,24,3,946
4690,37,3,1229
4690,46,2,625
4691,15,2,439
4691,9,2,1025
4691,4,2,516
4692,42,2,934
4692,44,3,1303
4692,42,1,934
4693,5,2,1051
4693,11,2,1047
4693,45,3,561
4694,49,3,1172
4695,28,1,1057
4695,43,3,1149
4696,50,1,998
4696,14,2,1157
4697,41,2,910
4698,17,1,902
4698,46,1,625
4698,41,1,910
4699,41,3,910
4699,41,2,910
4699,27,2,1283
4700,28,2,1057
4700,31,1,647
4700,2,2,576
4701,7,1,332
4701,25,1,737
4701,45,1,561
4702,2,3,576
4702,50,3,998
4703,46,3,625
4703,7,3,332
4703,34,1,1107
4704,13,1,954
4705,44,1,1303
4705,19,2,718
4706,30,1,549
4706,10,2,913
4706,17,2,902
4707,7,3,332
4707,32,3,611
4707,37,3,1229
4708,4,1,516
4708,50,3,998
4709,1,1,1038
4709,5,2,1051
4710,31,2,647
4711,33,1,943
4712,49,1,1172
4712,27,2,1283
4712,21,2,736
4713,31,1,647
4713,50,1,998
4713,30,1,549
4714,3,1,748
4714,25,1,737
4714,30,3,549
4715,17,3,902
4715,14,2,1157
4716,36,2,847
4716,10,3,913
4716,33,2,943
4717,27,3,1283
4718,13,3,954
4719,7,3,332
4720,43,2,1149
4720,11,3,1047
4721,44,2,1303
4721,34,3,1107
4722,8,1,588
4723,16,3,1416
4723,41,2,910
4723,32,2,611
4724,22,1,892
4725,31,3,647
4726,34,1,1107
4726,35,1,815
4726,42,2,934
4727,42,2,934
4728,21,1,736
4728,1,1,1038
4728,20,2,753
4729,45,2,561
4729,19,1,718
4730,37,3,1229
4730,36,3,847
4731,7,3,332
4731,16,2,1416
4732,6,1,1306
4733,14,1,1157
4734,25,2,737
4734,50,2,998
4735,7,2,332
4735,42,2,934
4735,20,3,753
4736,10,2,913
4737,30,1,549
4737,33,3,943
4738,15,2,439
4739,17,1,902
4739,41,1,910
4740,3,3,748
4741,41,3,910
4741,42,3,934
4742,48,3,553
4742,13,3,954
4743,16,2,1416
4743,45,3,561
4743,19,3,718
4744,43,1,1149
4744,7,1,332
4745,36,1,847
4746,23,1,784
4747,16,1,1416
4747,5,1,1051
4748,14,1,1157
4748,23,3,784
4749,39,1,1068
4749,31,2,647
4750,3,3,748
4750,18,1,649
4751,23,2,784
4752,44,2,1303
4752,40,1,1066
4753,13,2,954
4753,49,1,1172
4753,39,1,1068
4754,27,1,1283
4755,39,1,1068
4755,6,2,1306
4756,45,3,561
4756,23,3,784
4756,40,2,1066
4757,38,2,1061
4757,43,3,1149
4757,34,3,1107
4758,10,2,913
4758,24,2,946
4758,29,2,1062
4759,14,1,1157
4759,11,3,1047
4760,39,1,1068
4761,36,2,847
4762,15,2,439
4763,27,1,1283
4764,33,2,943
4764,2,1,576
4765,2,1,576
4765,48,1,553
4766,11,2,1047
4766,8,2,588
4767,29,1,1062
4768,29,1,1062
4768,29,1,1062
4768,11,3,1047
4769,6,1,1306
4769,49,3,1172
4769,16,1,1416
4770,39,1,1068
4771,5,2,1051
4772,33,2,943
4772,32,2,611
4772,23,2,784
4773,22,1,892
4773,43,1,1149
4773,7,3,332
4774,15,1,439
4774,10,3,913
4775,38,3,1061
4775,34,2,1107
4775,49,1,1172
4776,47,2,954
4776,28,3,1057
4776,28,3,1057
4777,32,1,611
4777,4,1,516
4777,1,2,1038
4778,17,2,902
4779,26,1,1135
4779,32,1,611
4779,21,1,736
4780,32,2,611
4781,48,2,553
4782,18,1,649
4782,42,3,934
4783,35,3,815
4783,23,3,784
4783,21,3,736
4784,23,3,784
4785,13,2,954
4785,42,2,934
4785,28,2,1057
4786,14,3,1157
4787,18,1,649
4787,5,2,1051
4788,5,1,1051
4789,6,1,1306
4789,33,3,943
4789,18,3,649
4790,10,3,913
4791,38,2,1061
4792,27,3,1283
4792,23,1,784
4792,7,1,332
4793,20,3,753
4793,50,1,998
4794,42,1,934
4794,19,3,718
4794,11,3,1047
4795,25,3,737
4795,28,2,1057
4796,11,3,1047
4796,30,3,549
4797,20,1,753
4797,1,2,1038
4797,6,2,1306
4798,30,3,549
4798,50,3,998
4799,41,3,910
4799,11,2,1047
4800,27,1,1283
4801,13,2,954
4802,34,2,1107
4802,38,2,1061
4803,16,2,1416
4803,49,3,1172
4803,22,3,892
4804,5,1,1051
4805,46,1,625
4805,41,2,910
4805,1,3,1038
4806,38,3,1061
4807,46,3,625
4807,16,3,1416
4808,24,1,946
4808,43,2,1149
4809,32,2,611
4809,12,2,1432
4810,50,3,998
4810,35,1,815
4810,34,2,1107
4811,20,2,753
4811,45,2,561
4811,15,2,439
4812,18,2,649
4812,26,3,1135
4812,14,3,1157
4813,33,1,943
4813,38,1,1061
4813,5,3,1051
4814,15,3,439
4815,44,2,1303
4816,5,3,1051
4816,23,3,784
4816,4,1,516
4817,2,2,576
4817,13,2,954
4817,5,2,1051
4818,5,2,1051
4818,4,2,516
4818,37,3,1229
4819,14,2,1157
4819,3,1,748
4820,2,1,576
4820,34,3,1107
4821,42,3,934
4821,2,1,576
4821,26,2,1135
4822,11,2,1047
4822,36,3,847
4823,39,3,1068
4823,44,2,1303
4823,2,2,576
4824,8,3,588
4824,23,2,784
4824,50,2,998
4825,46,2,625
4826,17,1,902
4827,23,3,784
4827,26,3,1135
4827,37,1,1229
4828,43,2,1149
4828,32,3,611
4829,18,1,649
4829,47,2,954
4829,23,3,784
4830,5,1,1051
4831,21,2,736
4831,34,3,1107
4832,44,1,1303
4832,43,3,1149
4833,41,1,910
4834,10,2,913
4834,14,1,1157
4834,42,2,934
4835,24,2,946
4835,49,1,1172
4835,34,2,1107
4836,19,1,718
4836,10,3,913
4837,2,3,576
4838,42,2,934
4838,49,2,1172
4839,10,2,913
4840,42,3,934
4840,10,3,913
4840,10,3,913
4841,8,3,588
4841,46,3,625
4841,35,3,815
4842,17,1,902
4843,48,2,553
4844,11,2,1047
4845,31,2,647
4845,37,2,1229
4846,46,1,625
4847,48,2,553
4847,23,3,784
4848,44,1,1303
4849,47,2,954
4849,28,3,1057
4849,39,2,1068
4850,45,2,561
4851,36,2,847
4852,18,1,649
4852,32,2,611
4853,7,2,332
4853,39,3,1068
4853,32,2,611
4854,38,1,1061
4854,27,2,1283
4855,22,2,892
4855,27,2,1283
4855,43,3,1149
4856,41,3,910
4857,7,1,332
4857,35,3,815
4857,4,2,516
4858,42,3,934
4858,44,2,1303
4858,41,3,910
4859,21,2,736
4860,22,3,892
4860,41,3,910
4860,39,1,1068
4861,31,2,647
4861,13,2,954
4861,35,3,815
4862,33,1,943
4862,1,2,1038
4862,23,1,784
4863,9,3,1025
4863,28,3,1057
4863,3,1,748
4864,31,1,647
4864,42,1,934
4864,1,3,1038
4865,41,3,910
4866,39,3,1068
4866,19,1,718
4866,44,1,1303
4867,16,1,1416
4867,30,3,549
4867,47,1,954
4868,8,2,588
4868,40,3,1066
4869,35,3,815
4870,21,2,736
4871,23,3,784
4872,23,1,784
4872,40,2,1066
4872,24,1,946
4873,22,1,892
4873,41,3,910
4874,7,3,332
4874,40,1,1066
4874,20,2,753
4875,6,2,1306
4875,20,3,753
4876,27,3,1283
4876,19,3,718
4876,40,3,1066
4877,18,2,649
4877,4,3,516
4878,35,1,815
4878,19,3,718
4879,47,2,954
4879,21,3,736
4879,7,3,332
4880,43,1,1149
4881,35,2,815
4882,40,2,1066
4882,39,1,1068
4883,30,2,549
4883,29,2,1062
4883,13,2,954
4884,42,3,934
4884,42,1,934
4885,2,2,576
4885,5,1,1051
4886,41,3,910
4886,19,1,718
4886,31,2,647
4887,10,3,913
4888,5,3,1051
4888,37,3,1229
4889,16,3,1416
4889,50,2,998
4889,36,2,847
4890,22,2,892
4890,6,2,1306
4891,32,2,611
4891,4,1,516
4891,15,2,439
4892,3,3,748
4893,43,1,1149
4893,23,3,784
4894,17,2,902
4894,8,3,588
4894,17,2,902
4895,37,1,1229
4895,31,2,647
4896,19,2,718
4896,2,3,576
4897,42,3,934
4898,5,1,1051
4899,27,3,1283
4900,42,2,934
4900,31,2,647
4900,41,3,910
4901,18,3,649
4901,50,1,998
4902,23,1,784
4903,36,2,847
4903,25,3,737
4904,5,3,1051
4904,2,3,576
4904,33,3,943
4905,11,1,1047
4906,26,1,1135
4906,50,3,998
4906,14,2,1157
4907,48,3,553
4907,3,1,748
4908,25,3,737
4908,8,2,588
4909,15,3,439
4909,5,3,1051
4909,37,3,1229
4910,11,2,1047
4910,16,1,1416
4910,24,2,946
4911,17,1,902
4911,9,1,1025
4912,28,2,1057
4913,29,2,1062
4913,20,3,753
4914,3,2,748
4914,16,3,1416
4914,41,3,910
4915,9,3,1025
4915,29,2,1062
4915,16,3,1416
4916,45,3,561
4917,15,2,439
4917,22,1,892
4917,2,2,576
4918,8,1,588
4918,35,3,815
4919,6,2,1306
4920,2,2,576
4921,11,3,1047
4921,42,1,934
4922,28,1,1057
4922,41,2,910
4923,36,1,847
4923,15,1,439
4924,14,1,1157
4924,38,1,1061
4925,47,3,954
4926,13,3,954
4926,44,1,1303
4926,43,3,1149
4927,50,2,998
4928,2,2,576
4928,39,3,1068
4929,2,2,576
4930,32,3,611
4930,39,1,1068
4930,36,1,847
4931,42,1,934
4931,50,1,998
4931,5,2,1051
4932,5,2,1051
4932,39,3,1068
4933,30,3,549
4933,12,3,1432
4933,28,2,1057
4934,4,2,516
4934,25,1,737
4935,40,2,1066
4935,49,3,1172
4936,18,3,649
4936,8,2,588
4937,9,1,1025
4938,12,3,1432
4938,34,1,1107
4938,24,3,946
4939,21,2,736
4939,35,3,815
4940,39,3,1068
4941,44,2,1303
4942,41,1,910
4942,22,1,892
4942,37,2,1229
4943,47,3,954
4943,15,2,439
4944,1,1,1038
4944,44,1,1303
4944,25,3,737
4945,34,3,1107
4945,12,2,1432
4946,45,3,561
4947,36,3,847
4947,5,1,1051
4948,11,3,1047
4948,28,3,1057
4949,28,3,1057
4949,47,3,954
4949,34,3,1107
4950,46,3,625
4951,28,3,1057
4951,44,3,1303
4952,38,3,1061
4953,24,3,946
4954,11,1,1047
4954,25,2,737
4955,28,2,1057
4955,23,2,784
4955,19,1,718
4956,25,1,737
4956,13,1,954
4956,30,2,549
4957,50,2,998
4957,47,1,954
4958,5,3,1051
4958,35,2,815
4959,34,2,1107
4959,39,1,1068
4959,26,2,1135
4960,46,3,625
4960,48,1,553
4960,38,2,1061
4961,30,3,549
4962,29,1,1062
4962,7,3,332
4963,35,2,815
4963,14,3,1157
4964,9,3,1025
4964,27,2,1283
4965,19,2,718
4965,40,3,1066
4966,19,1,718
4966,12,1,1432
4966,34,1,1107
4967,26,3,1135
4967,10,1,913
4968,35,3,815
4968,19,2,718
4968,45,3,561
4969,30,2,549
4970,37,3,1229
4971,47,1,954
4972,9,2,1025
4972,13,3,954
4973,18,1,649
4974,28,1,1057
4975,43,3,1149
4975,29,1,1062
4975,40,1,1066
4976,46,3,625
4976,6,2,1306
4977,46,3,625
4978,15,2,439
4979,14,1,1157
4979,19,3,718
4980,4,2,516
4980,14,3,1157
4980,11,1,1047
4981,17,2,902
4982,33,3,943
4982,20,2,753
4983,7,3,332
4983,27,1,1283
4983,4,3,516
4984,38,2,1061
4985,31,3,647
4986,46,2,625
4986,36,3,847
4987,24,1,946
4988,43,1,1149
4988,22,2,892
4988,33,3,943
4989,3,3,748
4989,10,2,913
4989,33,3,943
4990,17,3,902
4990,34,2,1107
4990,32,1,611
4991,30,1,549
4992,43,2,1149
4993,20,2,753
4993,47,2,954
4993,42,2,934
4994,31,1,647
4995,49,1,1172
4996,48,1,553
4996,14,1,1157
