customer_id,name,age,gender,city,state,annual_income,skin_type,signup_date
1074,Customer_1074,37,Female,Hyderabad,Telangana,1362605,Normal,2022-11-28
1075,Customer_1075,25,Female,Bengaluru,Karnataka,1015887,Sensitive,2024-01-12
1076,Customer_1076,57,Male,Chandigarh,Chandigarh,668320,Oily,2022-12-05
1077,Customer_1077,48,Female,Ahmedabad,Gujarat,374571,Oily,2023-05-09
1078,Customer_1078,58,Female,Pune,Maharashtra,1426102,Combination,2023-04-19
1079,Customer_1079,21,Female,Jaipur,Rajasthan,1484770,Combination,2023-07-23
1080,Customer_1080,19,Male,Lucknow,Uttar Pradesh,1510890,Combination,2024-03-29
1081,Customer_1081,22,Male,Ahmedabad,Gujarat,888167,Dry,2022-12-14
1082,Customer_1082,58,Male,Jaipur,Rajasthan,1497435,Normal,2023-02-03
1083,Customer_1083,56,Male,Pune,Maharashtra,946512,Combination,2023-12-28
1084,Customer_1084,35,Female,Bengaluru,Karnataka,482028,Sensitive,2024-06-17
1085,Customer_1085,41,Female,Mumbai,Maharashtra,934658,Oily,2023-06-22
1086,Customer_1086,29,Male,Delhi,Delhi,1084787,Dry,2024-03-07
1087,Customer_1087,23,Female,Mumbai,Maharashtra,1361147,Dry,2024-03-29
1088,Customer_1088,50,Male,Indore,Madhya Pradesh,698902,Combination,2023-05-11
1089,Customer_1089,37,Female,Lucknow,Uttar Pradesh,600511,Dry,2024-04-21
1090,Customer_1090,26,Male,Lucknow,Uttar Pradesh,376656,Sensitive,2023-02-01
1091,Customer_1091,25,Male,Lucknow,Uttar Pradesh,952175,Dry,2023-12-05
1092,Customer_1092,23,Female,Chandigarh,Chandigarh,1279109,Dry,2022-04-16
1093,Customer_1093,60,Female,Lucknow,Uttar Pradesh,347144,Normal,2024-02-16
1094,Customer_1094,58,Male,Delhi,Delhi,972934,Oily,2022-07-17
1095,Customer_1095,35,Female,Delhi,Delhi,1225086,Dry,2022-10-07
1096,Customer_1096,28,Female,Pune,Maharashtra,540040,Dry,2023-09-30
1097,Customer_1097,50,Male,Lucknow,Uttar Pradesh,733224,Normal,2022-12-25
1098,Customer_1098,38,Female,Lucknow,Uttar Pradesh,596866,Combination,2023-08-11
1099,Customer_1099,28,Male,Mumbai,Maharashtra,953006,Normal,2022-12-13
1100,Customer_1100,46,Male,Lucknow,Uttar Pradesh,572784,Dry,2023-04-28
1101,Customer_1101,24,Female,Bengaluru,Karnataka,412826,Dry,2023-03-13
1102,Customer_1102,29,Female,Jaipur,Rajasthan,1592506,Combination,2022-11-16
1103,Customer_1103,30,Male,Ahmedabad,Gujarat,1276633,Normal,2022-05-15
1104,Customer_1104,47,Male,Hyderabad,Telangana,1255429,Combination,2023-12-02
1105,Customer_1105,48,Male,Indore,Madhya Pradesh,769330,Oily,2024-05-31
1106,Customer_1106,34,Female,Chandigarh,Chandigarh,1122244,Oily,2023-12-18
1107,Customer_1107,38,Female,Ahmedabad,Gujarat,1322375,Dry,2022-03-08
1108,Customer_1108,25,Female,Indore,Madhya Pradesh,1303806,Sensitive,2024-05-16
1109,Customer_1109,36,Female,Pune,Maharashtra,1567603,Normal,2022-05-11
1110,Customer_1110,24,Female,Lucknow,Uttar Pradesh,1797939,Dry,2022-11-30
1111,Customer_1111,59,Male,Lucknow,Uttar Pradesh,933587,Normal,2023-04-18
1112,Customer_1112,55,Female,Jaipur,Rajasthan,800328,Normal,2022-09-07
1113,Customer_1113,28,Female,Lucknow,Uttar Pradesh,1104921,Dry,2022-12-15
1114,Customer_1114,55,Female,Mumbai,Maharashtra,1213002,Normal,2024-03-17
1115,Customer_1115,52,Male,Ahmedabad,Gujarat,662986,Dry,2024-01-28
1116,Customer_1116,49,Male,Chandigarh,Chandigarh,1541856,Normal,2023-04-20
1117,Customer_1117,53,Male,Ahmedabad,Gujarat,1233686,Oily,2022-11-12
1118,Customer_1118,22,Male,Jaipur,Rajasthan,1737615,Normal,2024-02-29
1119,Customer_1119,38,Female,Jaipur,Rajasthan,1652640,Dry,2022-04-03
1120,Customer_1120,26,Male,Mumbai,Maharashtra,607705,Oily,2023-04-09
1121,Customer_1121,36,Female,Lucknow,Uttar Pradesh,1590948,Normal,2023-04-03
1122,Customer_1122,31,Female,Mumbai,Maharashtra,928590,Normal,2024-03-24
1123,Customer_1123,45,Female,Delhi,Delhi,487249,Normal,2022-01-09
1124,Customer_1124,50,Female,Chandigarh,Chandigarh,567503,Combination,2022-03-05
1125,Customer_1125,53,Male,Ahmedabad,Gujarat,301768,Normal,2024-04-20
1126,Customer_1126,25,Female,Ahmedabad,Gujarat,365399,Oily,2023-03-19
1127,Customer_1127,43,Female,Chandigarh,Chandigarh,1792697,Sensitive,2023-02-20
1128,Customer_1128,45,Male,Jaipur,Rajasthan,1689337,Oily,2023-05-02
1129,Customer_1129,30,Female,Pune,Maharashtra,1055578,Sensitive,2022-06-07
1130,Customer_1130,60,Male,Delhi,Delhi,581600,Dry,2022-03-15
1131,Customer_1131,27,Female,Bengaluru,Karnataka,1679772,Sensitive,2022-05-20
1132,Customer_1132,26,Female,Hyderabad,Telangana,1256361,Normal,2023-03-12
1133,Customer_1133,29,Female,Chandigarh,Chandigarh,1368320,Sensitive,2023-07-20
1134,Customer_1134,42,Female,Indore,Madhya Pradesh,773413,Oily,2023-03-11
1135,Customer_1135,18,Female,Chandigarh,Chandigarh,796500,Normal,2022-10-03
1136,Customer_1136,52,Female,Jaipur,Rajasthan,370174,Dry,2023-08-05
1137,Customer_1137,41,Male,Indore,Madhya Pradesh,1516911,Sensitive,2023-12-09
1138,Customer_1138,27,Female,Hyderabad,Telangana,1275042,Normal,2022-03-22
1139,Customer_1139,57,Male,Lucknow,Uttar Pradesh,814287,Sensitive,2023-10-08
1140,Customer_1140,58,Female,Hyderabad,Telangana,1585636,Dry,2022-12-18
1141,Customer_1141,18,Female,Lucknow,Uttar Pradesh,1252179,Normal,2023-04-26
1142,Customer_1142,39,Female,Chandigarh,Chandigarh,1040115,Combination,2022-10-24
1143,Customer_1143,20,Female,Pune,Maharashtra,1482177,Combination,2022-03-04
1144,Customer_1144,55,Male,Indore,Madhya Pradesh,1501374,Dry,2023-11-04
1145,Customer_1145,57,Male,Delhi,Delhi,901496,Sensitive,2022-03-26
1146,Customer_1146,50,Male,Pune,Maharashtra,882691,Combination,2022-05-16
1147,Customer_1147,35,Female,Chandigarh,Chandigarh,838875,Dry,2024-01-30
1148,Customer_1148,56,Male,Hyderabad,Telangana,1541031,Oily,2023-11-06
1149,Customer_1149,41,Male,Indore,Madhya Pradesh,847886,Oily,2023-05-12
1150,Customer_1150,51,Male,Pune,Maharashtra,1019004,Dry,2022-05-29
1151,Customer_1151,27,Female,Chandigarh,Chandigarh,1166014,Sensitive,2022-09-01
1152,Customer_1152,58,Male,Indore,Madhya Pradesh,742198,Normal,2024-01-22
1153,Customer_1153,21,Female,Ahmedabad,Gujarat,543257,Dry,2022-06-21
1154,Customer_1154,43,Female,Indore,Madhya Pradesh,932012,Sensitive,2024-02-04
1155,Customer_1155,32,Female,Lucknow,Uttar Pradesh,1733424,Sensitive,2023-05-01
1156,Customer_1156,27,Female,Delhi,Delhi,324878,Combination,2024-03-27
1157,Customer_1157,42,Female,Indore,Madhya Pradesh,1412022,Dry,2022-04-10
1158,Customer_1158,58,Female,Lucknow,Uttar Pradesh,1205520,Normal,2023-10-30
1159,Customer_1159,39,Female,Delhi,Delhi,860123,Dry,2022-09-19
1160,Customer_1160,43,Female,Chandigarh,Chandigarh,1716188,Oily,2024-01-22
1161,Customer_1161,30,Female,Chandigarh,Chandigarh,1721277,Oily,2022-11-17
1162,Customer_1162,18,Male,Lucknow,Uttar Pradesh,442505,Dry,2023-02-26
1163,Customer_1163,51,Male,Hyderabad,Telangana,1737596,Sensitive,2022-12-26
1164,Customer_1164,36,Female,Mumbai,Maharashtra,704917,Dry,2022-01-25
1165,Customer_1165,23,Male,Chandigarh,Chandigarh,1545998,Oily,2023-09-06
1166,Customer_1166,25,Male,Hyderabad,Telangana,1568118,Oily,2023-01-20
1167,Customer_1167,29,Male,Chandigarh,Chandigarh,1758891,Oily,2022-09-17
1168,Customer_1168,47,Male,Delhi,Delhi,1639619,Sensitive,2022-10-11
1169,Customer_1169,60,Female,Jaipur,Rajasthan,839673,Oily,2024-03-10
1170,Customer_1170,35,Male,Hyderabad,Telangana,1102787,Sensitive,2022-12-07
1171,Customer_1171,34,Female,Bengaluru,Karnataka,673145,Sensitive,2022-03-13
1172,Customer_1172,30,Female,Indore,Madhya Pradesh,674220,Sensitive,2022-04-22
1173,Customer_1173,52,Female,Pune,Maharashtra,757989,Normal,2023-10-21
1174,Customer_1174,46,Female,Hyderabad,Telangana,516608,Dry,2022-03-16
1175,Customer_1175,54,Female,Hyderabad,Telangana,1235082,Dry,2023-05-25
1176,Customer_1176,59,Male,Pune,Maharashtra,379347,Sensitive,2022-09-30
1177,Customer_1177,39,Female,Pune,Maharashtra,1505107,Dry,2023-06-12
1178,Customer_1178,48,Female,Indore,Madhya Pradesh,1147066,Dry,2023-07-08
1179,Customer_1179,18,Female,Mumbai,Maharashtra,1745485,Sensitive,2022-05-05
1180,Customer_1180,52,Female,Chandigarh,Chandigarh,999273,Combination,2023-02-15
1181,Customer_1181,58,Male,Bengaluru,Karnataka,1066205,Normal,2024-05-23
1182,Customer_1182,23,Female,Ahmedabad,Gujarat,908087,Oily,2022-06-30
1183,Customer_1183,20,Female,Lucknow,Uttar Pradesh,1685659,Oily,2022-11-03
1184,Customer_1184,24,Female,Jaipur,Rajasthan,1320271,Dry,2023-10-10
1185,Customer_1185,30,Male,Indore,Madhya Pradesh,374864,Oily,2022-01-26
1186,Customer_1186,33,Female,Chandigarh,Chandigarh,1115304,Dry,2024-03-22
1187,Customer_1187,59,Female,Lucknow,Uttar Pradesh,1347913,Normal,2024-05-04
1188,Customer_1188,19,Male,Indore,Madhya Pradesh,1011532,Dry,2022-12-12
1189,Customer_1189,43,Male,Bengaluru,Karnataka,743921,Normal,2023-04-15
1190,Customer_1190,27,Male,Lucknow,Uttar Pradesh,451065,Dry,2024-01-24
1191,Customer_1191,49,Male,Pune,Maharashtra,1288219,Normal,2022-02-16
1192,Customer_1192,59,Male,Mumbai,Maharashtra,330126,Oily,2023-10-10
1193,Customer_1193,37,Male,Bengaluru,Karnataka,1256688,Normal,2022-06-24
1194,Customer_1194,22,Male,Chandigarh,Chandigarh,539452,Sensitive,2023-09-02
1195,Customer_1195,32,Male,Chandigarh,Chandigarh,724969,Sensitive,2022-12-12
1196,Customer_1196,38,Male,Jaipur,Rajasthan,1734637,Normal,2023-07-13
1197,Customer_1197,38,Male,Pune,Maharashtra,395601,Normal,2022-06-27
1198,Customer_1198,22,Male,Ahmedabad,Gujarat,874396,Oily,2024-02-15
1199,Customer_1199,28,Female,Jaipur,Rajasthan,1460580,Oily,2023-03-26
1200,Customer_1200,55,Male,Mumbai,Maharashtra,579699,Dry,2024-03-21
1201,Customer_1201,42,Male,Chandigarh,Chandigarh,332779,Sensitive,2022-03-24
1202,Customer_1202,18,Male,Bengaluru,Karnataka,486942,Normal,2022-10-18
1203,Customer_1203,48,Male,Jaipur,Rajasthan,732349,Oily,2023-10-18
1204,Customer_1204,51,Female,Delhi,Delhi,1164092,Oily,2022-06-28
1205,Customer_1205,20,Male,Chandigarh,Chandigarh,1348340,Normal,2022-04-01
1206,Customer_1206,40,Female,Delhi,Delhi,309584,Normal,2022-08-30
1207,Customer_1207,25,Male,Mumbai,Maharashtra,1597971,Combination,2024-06-02
1208,Customer_1208,50,Male,Lucknow,Uttar Pradesh,1273531,Oily,2022-10-11
1209,Customer_1209,30,Male,Bengaluru,Karnataka,612931,Sensitive,2023-05-25
1210,Customer_1210,28,Male,Pune,Maharashtra,413304,Combination,2022-10-19
1211,Customer_1211,45,Female,Mumbai,Maharashtra,1001066,Normal,2024-04-04
1212,Customer_1212,20,Male,Indore,Madhya Pradesh,410009,Normal,2022-06-30
1213,Customer_1213,19,Female,Pune,Maharashtra,1379831,Dry,2022-03-14
1214,Customer_1214,46,Female,Mumbai,Maharashtra,1178845,Oily,2024-02-05
1215,Customer_1215,32,Male,Ahmedabad,Gujarat,983948,Oily,2022-04-11
1216,Customer_1216,44,Male,Mumbai,Maharashtra,1087548,Oily,2022-03-17
1217,Customer_1217,55,Female,Indore,Madhya Pradesh,413957,Sensitive,2022-05-29
1218,Customer_1218,57,Female,Mumbai,Maharashtra,673420,Sensitive,2023-01-18
1219,Customer_1219,47,Male,Pune,Maharashtra,1625444,Combination,2022-10-04
1220,Customer_1220,39,Male,Mumbai,Maharashtra,367307,Normal,2022-03-03
1221,Customer_1221,26,Male,Delhi,Delhi,1276296,Sensitive,2023-03-05
1222,Customer_1222,39,Male,Pune,Maharashtra,918998,Normal,2022-06-10
1223,Customer_1223,28,Male,Chandigarh,Chandigarh,481349,Sensitive,2024-05-27
1224,Customer_1224,49,Male,Lucknow,Uttar Pradesh,1540635,Sensitive,2024-05-07
1225,Customer_1225,35,Male,Indore,Madhya Pradesh,1197812,Oily,2022-09-11
1226,Customer_1226,45,Male,Ahmedabad,Gujarat,1541035,Oily,2023-08-11
1227,Customer_1227,44,Male,Bengaluru,Karnataka,384009,Sensitive,2024-01-22
1228,Customer_1228,20,Female,Lucknow,Uttar Pradesh,1413842,Sensitive,2023-05-06
1229,Customer_1229,46,Female,Hyderabad,Telangana,804389,Dry,2023-07-26
1230,Customer_1230,44,Male,Bengaluru,Karnataka,578317,Combination,2022-10-30
1231,Customer_1231,59,Male,Mumbai,Maharashtra,333407,Sensitive,2023-11-17
1232,Customer_1232,28,Female,Delhi,Delhi,1496175,Normal,2022-01-25
1233,Customer_1233,47,Male,Indore,Madhya Pradesh,1774580,Sensitive,2022-07-09
1234,Customer_1234,58,Female,Ahmedabad,Gujarat,1776189,Dry,2024-05-31
1235,Customer_1235,42,Female,Hyderabad,Telangana,1413420,Dry,2022-10-31
1236,Customer_1236,35,Male,Jaipur,Rajasthan,1735846,Dry,2023-09-28
1237,Customer_1237,21,Female,Ahmedabad,Gujarat,408134,Dry,2023-01-28
1238,Customer_1238,47,Male,Ahmedabad,Gujarat,1066658,Combination,2022-06-29
1239,Customer_1239,22,Male,Lucknow,Uttar Pradesh,590258,Combination,2022-09-02
1240,Customer_1240,25,Female,Lucknow,Uttar Pradesh,1516598,Oily,2024-02-11
1241,Customer_1241,38,Female,Mumbai,Maharashtra,860690,Normal,2023-11-28
1242,Customer_1242,35,Male,Jaipur,Rajasthan,432894,Combination,2022-12-20
1243,Customer_1243,49,Male,Indore,Madhya Pradesh,1286005,Normal,2023-11-26
1244,Customer_1244,36,Female,Lucknow,Uttar Pradesh,1602229,Combination,2024-03-30
1245,Customer_1245,30,Female,Hyderabad,Telangana,483099,Dry,2023-02-05
1246,Customer_1246,36,Male,Pune,Maharashtra,529354,Oily,2022-10-10
1247,Customer_1247,27,Female,Hyderabad,Telangana,615617,Oily,2023-06-18
1248,Customer_1248,36,Female,Bengaluru,Karnataka,1731103,Normal,2022-05-16
1249,Customer_1249,40,Female,Indore,Madhya Pradesh,1230841,Dry,2022-10-26
1250,Customer_1250,22,Male,Mumbai,Maharashtra,787227,Normal,2023-10-23
1251,Customer_1251,44,Female,Ahmedabad,Gujarat,1675229,Combination,2023-05-13
1252,Customer_1252,60,Female,Chandigarh,Chandigarh,1260510,Combination,2023-08-04
1253,Customer_1253,37,Male,Pune,Maharashtra,845275,Oily,2023-05-11
1254,Customer_1254,36,Male,Ahmedabad,Gujarat,611088,Combination,2022-10-19
1255,Customer_1255,28,Male,Indore,Madhya Pradesh,1792778,Normal,2022-10-20
1256,Customer_1256,29,Male,Pune,Maharashtra,638175,Oily,2022-04-30
1257,Customer_1257,38,Male,Bengaluru,Karnataka,1224610,Combination,2023-01-14
1258,Customer_1258,31,Male,Pune,Maharashtra,1695766,Combination,2022-12-19
1259,Customer_1259,41,Female,Pune,Maharashtra,1432182,Oily,2023-07-01
1260,Customer_1260,25,Male,Delhi,Delhi,1148428,Sensitive,2024-02-26
1261,Customer_1261,47,Female,Pune,Maharashtra,627267,Dry,2024-01-27
1262,Customer_1262,50,Female,Lucknow,Uttar Pradesh,1657368,Combination,2023-05-01
1263,Customer_1263,54,Male,Delhi,Delhi,1485376,Sensitive,2022-12-13
1264,Customer_1264,48,Male,Hyderabad,Telangana,592391,Normal,2022-04-30
1265,Customer_1265,19,Female,Delhi,Delhi,1595037,Oily,2023-04-02
1266,Customer_1266,23,Female,Ahmedabad,Gujarat,415413,Normal,2023-10-19
1267,Customer_1267,55,Male,Mumbai,Maharashtra,882855,Oily,2022-01-24
1268,Customer_1268,52,Female,Hyderabad,Telangana,1719904,Dry,2023-06-09
1269,Customer_1269,30,Female,Jaipur,Rajasthan,966386,Normal,2023-09-12
1270,Customer_1270,21,Female,Lucknow,Uttar Pradesh,1133739,Oily,2024-01-04
1271,Customer_1271,41,Female,Jaipur,Rajasthan,1081883,Dry,2022-10-19
1272,Customer_1272,40,Female,Ahmedabad,Gujarat,1234440,Normal,2022-03-31
1273,Customer_1273,46,Female,Mumbai,Maharashtra,1227998,Combination,2022-06-17
1274,Customer_1274,44,Male,Jaipur,Rajasthan,1531405,Normal,2022-03-30
1275,Customer_1275,31,Female,Pune,Maharashtra,1295335,Normal,2022-12-10
1276,Customer_1276,55,Female,Hyderabad,Telangana,485489,Dry,2023-02-24
1277,Customer_1277,44,Male,Delhi,Delhi,1465626,Sensitive,2023-12-29
1278,Customer_1278,26,Male,Chandigarh,Chandigarh,690083,Sensitive,2022-10-24
1279,Customer_1279,49,Male,Lucknow,Uttar Pradesh,933325,Normal,2022-11-08
1280,Customer_1280,53,Female,Indore,Madhya Pradesh,770853,Dry,2024-03-21
1281,Customer_1281,27,Female,Bengaluru,Karnataka,929500,Sensitive,2022-05-08
1282,Customer_1282,44,Male,Delhi,Delhi,1331560,Oily,2022-01-30
1283,Customer_1283,35,Female,Hyderabad,Telangana,439932,Normal,2024-02-03
1284,Customer_1284,55,Female,Ahmedabad,Gujarat,1486095,Sensitive,2024-06-08
1285,Customer_1285,58,Female,Delhi,Delhi,1755937,Dry,2023-01-18
1286,Customer_1286,54,Male,Lucknow,Uttar Pradesh,844288,Oily,2023-08-19
1287,Customer_1287,27,Female,Bengaluru,Karnataka,1266879,Oily,2023-01-01
1288,Customer_1288,21,Female,Pune,Maharashtra,1057414,Sensitive,2023-10-14
1289,Customer_1289,21,Female,Ahmedabad,Gujarat,911663,Normal,2023-10-17
1290,Customer_1290,50,Male,Hyderabad,Telangana,1617074,Oily,2024-02-23
1291,Customer_1291,56,Male,Hyderabad,Telangana,1440247,Combination,2024-06-12
1292,Customer_1292,37,Female,Ahmedabad,Gujarat,1737479,Combination,2022-04-09
1293,Customer_1293,55,Female,Lucknow,Uttar Pradesh,601397,Dry,2022-05-21
1294,Customer_1294,36,Female,Lucknow,Uttar Pradesh,1316906,Sensitive,2022-12-15
1295,Customer_1295,24,Male,Pune,Maharashtra,624125,Normal,2022-08-15
1296,Customer_1296,53,Male,Mumbai,Maharashtra,1175238,Sensitive,2022-03-20
1297,Customer_1297,26,Male,Hyderabad,Telangana,1305622,Combination,2022-11-16
1298,Customer_1298,26,Female,Ahmedabad,Gujarat,1553360,Normal,2024-02-21
1299,Customer_1299,29,Female,Ahmedabad,Gujarat,360313,Dry,2022-08-16
1300,Customer_1300,27,Male,Pune,Maharashtra,944723,Oily,2022-08-03
1301,Customer_1301,23,Female,Pune,Maharashtra,1748750,Dry,2022-03-21
1302,Customer_1302,48,Female,Bengaluru,Karnataka,389164,Oily,2022-04-21
1303,Customer_1303,60,Male,Bengaluru,Karnataka,1283736,Dry,2022-09-17
1304,Customer_1304,22,Female,Bengaluru,Karnataka,1700030,Dry,2024-02-12
1305,Customer_1305,25,Male,Hyderabad,Telangana,1532292,Oily,2022-07-09
1306,Customer_1306,19,Male,Ahmedabad,Gujarat,605255,Combination,2023-08-17
1307,Customer_1307,40,Male,Ahmedabad,Gujarat,1349906,Normal,2022-09-05
1308,Customer_1308,54,Male,Lucknow,Uttar Pradesh,507839,Normal,2024-02-21
1309,Customer_1309,51,Male,Bengaluru,Karnataka,701704,Combination,2022-06-25
1310,Customer_1310,18,Male,Lucknow,Uttar Pradesh,748822,Normal,2024-05-21
1311,Customer_1311,41,Male,Indore,Madhya Pradesh,1222046,Dry,2022-07-05
1312,Customer_1312,42,Female,Ahmedabad,Gujarat,749365,Normal,2022-08-22
1313,Customer_1313,25,Female,Jaipur,Rajasthan,559240,Sensitive,2022-04-23
1314,Customer_1314,26,Female,Lucknow,Uttar Pradesh,1057597,Combination,2023-07-25
1315,Customer_1315,23,Female,Bengaluru,Karnataka,1335390,Dry,2023-01-30
1316,Customer_1316,47,Female,Delhi,Delhi,1740841,Sensitive,2022-08-20
1317,Customer_1317,44,Female,Lucknow,Uttar Pradesh,1197500,Oily,2024-05-27
1318,Customer_1318,48,Female,Hyderabad,Telangana,676013,Dry,2023-11-22
1319,Customer_1319,24,Female,Indore,Madhya Pradesh,1218674,Normal,2023-11-06
1320,Customer_1320,25,Male,Hyderabad,Telangana,1127979,Sensitive,2023-12-13
1321,Customer_1321,24,Male,Chandigarh,Chandigarh,435707,Combination,2022-07-23
1322,Customer_1322,30,Female,Ahmedabad,Gujarat,557450,Oily,2024-05-08
1323,Customer_1323,49,Female,Jaipur,Rajasthan,1796304,Normal,2023-08-31
1324,Customer_1324,59,Female,Delhi,Delhi,1046790,Sensitive,2023-11-14
1325,Customer_1325,43,Female,Chandigarh,Chandigarh,1372513,Combination,2022-05-31
1326,Customer_1326,24,Male,Indore,Madhya Pradesh,825734,Sensitive,2023-05-25
1327,Customer_1327,58,Male,Mumbai,Maharashtra,362334,Dry,2024-01-26
1328,Customer_1328,22,Female,Bengaluru,Karnataka,1722094,Dry,2022-07-03
1329,Customer_1329,56,Female,Jaipur,Rajasthan,620311,Combination,2023-09-29
1330,Customer_1330,24,Male,Chandigarh,Chandigarh,1686386,Normal,2024-02-25
1331,Customer_1331,47,Male,Indore,Madhya Pradesh,915646,Sensitive,2023-05-18
1332,Customer_1332,34,Female,Lucknow,Uttar Pradesh,1433571,Normal,2022-01-19
1333,Customer_1333,45,Male,Bengaluru,Karnataka,1104530,Sensitive,2022-11-19
1334,Customer_1334,46,Female,Jaipur,Rajasthan,375457,Dry,2022-07-01
1335,Customer_1335,60,Female,Lucknow,Uttar Pradesh,1780713,Oily,2023-05-19
1336,Customer_1336,26,Female,Jaipur,Rajasthan,1115960,Sensitive,2024-02-22
1337,Customer_1337,54,Female,Hyderabad,Telangana,1684285,Normal,2023-12-03
1338,Customer_1338,54,Female,Lucknow,Uttar Pradesh,1298057,Normal,2024-05-24
1339,Customer_1339,50,Male,Pune,Maharashtra,1120793,Combination,2023-05-22
1340,Customer_1340,42,Female,Chandigarh,Chandigarh,896508,Combination,2022-03-04
1341,Customer_1341,55,Male,Bengaluru,Karnataka,568850,Combination,2022-12-24
1342,Customer_1342,19,Female,Chandigarh,Chandigarh,1098120,Dry,2023-03-15
1343,Customer_1343,40,Female,Ahmedabad,Gujarat,1036665,Dry,2023-11-09
1344,Customer_1344,33,Male,Mumbai,Maharashtra,1659128,Combination,2023-08-30
1345,Customer_1345,22,Female,Hyderabad,Telangana,540063,Combination,2022-06-23
1346,Customer_1346,52,Female,Bengaluru,Karnataka,378386,Sensitive,2023-11-05
1347,Customer_1347,54,Female,Jaipur,Rajasthan,859140,Dry,2023-12-14
1348,Customer_1348,55,Male,Indore,Madhya Pradesh,963778,Sensitive,2023-08-08
1349,Customer_1349,38,Male,Jaipur,Rajasthan,1324162,Dry,2023-12-09
1350,Customer_1350,39,Female,Mumbai,Maharashtra,1354382,Combination,2022-06-20
1351,Customer_1351,37,Female,Chandigarh,Chandigarh,1214339,Oily,2023-05-24
1352,Customer_1352,52,Male,Hyderabad,Telangana,902628,Combination,2022-02-18
1353,Customer_1353,54,Female,Delhi,Delhi,773717,Normal,2024-01-31
1354,Customer_1354,55,Male,Hyderabad,Telangana,1541230,Combination,2022-10-07
1355,Customer_1355,54,Female,Hyderabad,Telangana,1195705,Oily,2022-12-22
1356,Customer_1356,59,Female,Hyderabad,Telangana,1358305,Combination,2023-03-20
1357,Customer_1357,38,Male,Lucknow,Uttar Pradesh,1168879,Sensitive,2022-09-15
1358,Customer_1358,50,Female,Chandigarh,Chandigarh,1708363,Normal,2022-07-04
1359,Customer_1359,58,Male,Bengaluru,Karnataka,1509728,Sensitive,2022-08-07
1360,Customer_1360,35,Female,Indore,Madhya Pradesh,1487232,Dry,2023-06-19
1361,Customer_1361,41,Female,Mumbai,Maharashtra,609840,Oily,2022-06-04
1362,Customer_1362,45,Female,Delhi,Delhi,968264,Dry,2023-10-12
1363,Customer_1363,44,Female,Mumbai,Maharashtra,901976,Oily,2022-09-20
1364,Customer_1364,33,Female,Chandigarh,Chandigarh,800135,Dry,2022-06-03
1365,Customer_1365,19,Male,Mumbai,Maharashtra,951250,Sensitive,2023-05-13
1366,Customer_1366,45,Female,Lucknow,Uttar Pradesh,1656693,Dry,2022-07-26
1367,Customer_1367,35,Male,Pune,Maharashtra,361114,Combination,2024-03-19
1368,Customer_1368,60,Male,Delhi,Delhi,1651182,Dry,2024-01-10
1369,Customer_1369,19,Male,Indore,Madhya Pradesh,476013,Combination,2023-09-09
1370,Customer_1370,22,Female,Delhi,Delhi,1062176,Dry,2023-02-11
1371,Customer_1371,33,Male,Pune,Maharashtra,1497417,Normal,2022-05-04
1372,Customer_1372,60,Female,Lucknow,Uttar Pradesh,1341133,Dry,2022-09-01
1373,Customer_1373,25,Female,Chandigarh,Chandigarh,990562,Normal,2024-01-25
1374,Customer_1374,33,Female,Jaipur,Rajasthan,757196,Oily,2022-04-20
1375,Customer_1375,31,Female,Pune,Maharashtra,1221646,Sensitive,2022-09-18
1376,Customer_1376,21,Female,Chandigarh,Chandigarh,1418767,Combination,2023-12-18
1377,Customer_1377,38,Female,Hyderabad,Telangana,1295841,Oily,2022-10-12
1378,Customer_1378,41,Female,Pune,Maharashtra,1071205,Combination,2022-01-22
1379,Customer_1379,20,Male,Chandigarh,Chandigarh,1748466,Oily,2022-09-17
1380,Customer_1380,42,Female,Lucknow,Uttar Pradesh,1639973,Combination,2024-04-11
1381,Customer_1381,52,Male,Hyderabad,Telangana,1227785,Sensitive,2022-01-09
1382,Customer_1382,34,Female,Jaipur,Rajasthan,489268,Oily,2022-11-01
1383,Customer_1383,28,Female,Mumbai,Maharashtra,1624042,Combination,2024-06-19
1384,Customer_1384,20,Female,Jaipur,Rajasthan,467970,Sensitive,2023-04-28
1385,Customer_1385,39,Female,Jaipur,Rajasthan,510544,Oily,2023-12-17
1386,Customer_1386,50,Male,Delhi,Delhi,1037896,Sensitive,2023-09-09
1387,Customer_1387,38,Female,Lucknow,Uttar Pradesh,1757961,Dry,2024-02-20
1388,Customer_1388,59,Male,Bengaluru,Karnataka,1621533,Sensitive,2024-03-21
1389,Customer_1389,18,Female,Pune,Maharashtra,719588,Combination,2022-11-18
1390,Customer_1390,23,Male,Chandigarh,Chandigarh,630977,Oily,2023-06-13
1391,Customer_1391,56,Female,Pune,Maharashtra,969828,Sensitive,2023-05-05
1392,Customer_1392,34,Male,Pune,Maharashtra,1741722,Normal,2024-04-26
1393,Customer_1393,36,Male,Ahmedabad,Gujarat,476997,Sensitive,2023-01-12
1394,Customer_1394,43,Female,Pune,Maharashtra,1496195,Oily,2022-01-22
1395,Customer_1395,53,Male,Bengaluru,Karnataka,486597,Sensitive,2022-07-23
1396,Customer_1396,28,Male,Delhi,Delhi,1141031,Normal,2023-03-16
1397,Customer_1397,34,Male,Chandigarh,Chandigarh,486775,Combination,2022-06-24
