order_id,customer_id,order_date,city,payment_method,order_status,discount,shipping_cost
1012,1420,2024-11-17,Pune,COD,Delivered,20,0
1013,358,2025-12-10,Bengaluru,Net Banking,Delivered,10,49
1014,3670,2024-12-30,Chandigarh,Card,Delivered,10,0
1015,4121,2023-02-19,Chandigarh,Card,Delivered,5,79
1016,3469,2025-10-12,Delhi,COD,Delivered,20,49
1017,2966,2024-01-30,Lucknow,UPI,Delivered,5,49
1018,2720,2024-04-27,Pune,COD,Delivered,15,79
1019,4859,2025-04-26,Chandigarh,COD,Delivered,15,79
1020,4775,2023-07-21,Lucknow,COD,Delivered,15,49
1021,3141,2023-03-21,Pune,UPI,Delivered,15,49
1022,2672,2023-12-12,Ahmedabad,COD,Delivered,20,99
1023,1748,2024-06-16,Ahmedabad,UPI,Delivered,10,79
1024,4379,2024-07-05,Jaipur,Net Banking,Delivered,10,0
1025,1107,2023-08-19,Ahmedabad,COD,Delivered,10,49
1026,1597,2025-04-28,Indore,UPI,Delivered,20,99
1027,992,2025-03-02,Delhi,COD,Delivered,0,49
1028,4295,2025-11-23,Delhi,COD,Delivered,20,49
1029,3349,2024-11-30,Bengaluru,COD,Delivered,10,79
1030,4742,2025-03-26,Pune,COD,Delivered,20,49
1031,2078,2025-07-14,Mumbai,UPI,Delivered,0,79
1032,3057,2024-07-12,Pune,Net Banking,Delivered,10,79
1033,2774,2025-05-18,Ahmedabad,Card,Delivered,0,0
1034,641,2023-07-09,Bengaluru,Card,Delivered,20,99
1035,2446,2023-11-03,Lucknow,COD,Delivered,5,99
1036,4733,2023-07-22,Delhi,COD,Delivered,15,49
1037,4174,2023-04-24,Chandigarh,COD,Delivered,20,79
1038,3394,2024-02-01,Pune,UPI,Delivered,10,0
1039,3495,2023-03-09,Hyderabad,UPI,Delivered,20,0
1040,1378,2024-06-15,Pune,Net Banking,Delivered,0,49
1041,2217,2024-07-11,Indore,COD,Delivered,5,99
1042,1328,2025-05-10,Bengaluru,Net Banking,Delivered,5,99
1043,3986,2023-09-12,Lucknow,Net Banking,Delivered,10,49
1044,3025,2025-03-03,Hyderabad,Net Banking,Delivered,15,79
1045,3364,2025-09-01,Mumbai,Card,Delivered,10,99
1046,1623,2025-10-22,Pune,UPI,Delivered,0,0
1047,507,2023-05-17,Hyderabad,Net Banking,Delivered,15,49
1048,334,2024-08-05,Mumbai,Card,Delivered,10,49
1049,1855,2025-04-18,Chandigarh,Card,Delivered,5,49
1050,952,2025-11-19,Chandigarh,UPI,Delivered,20,99
1051,722,2023-07-05,Mumbai,COD,Delivered,15,0
1052,4594,2024-08-04,Chandigarh,COD,Delivered,10,99
1053,4950,2024-05-05,Delhi,Net Banking,Delivered,0,79
1054,2728,2024-08-13,Mumbai,Net Banking,Delivered,5,49
1055,2502,2024-02-18,Mumbai,Card,Delivered,5,99
1056,4255,2025-01-05,Mumbai,UPI,Delivered,15,99
1057,829,2025-04-29,Lucknow,Net Banking,Delivered,10,99
1058,1975,2023-07-16,Lucknow,Card,Delivered,0,79
1059,4277,2025-08-17,Lucknow,UPI,Delivered,0,79
1060,3882,2023-09-05,Pune,UPI,Delivered,0,99
1061,843,2025-04-01,Jaipur,COD,Delivered,10,79
1062,4928,2025-10-30,Ahmedabad,COD,Delivered,5,0
1063,3663,2024-09-10,Bengaluru,Net Banking,Delivered,15,49
1064,1605,2025-09-15,Delhi,COD,Delivered,10,99
1065,2586,2025-08-18,Delhi,Card,Delivered,20,0
1066,2310,2024-11-15,Hyderabad,UPI,Delivered,0,49
1067,4594,2023-12-01,Chandigarh,COD,Delivered,5,99
1068,573,2025-04-17,Jaipur,UPI,Delivered,15,99
1069,1048,2025-05-31,Indore,Card,Delivered,10,49
1070,76,2023-05-10,Pune,COD,Delivered,15,79
1071,3728,2023-01-03,Ahmedabad,COD,Delivered,0,49
1072,99,2023-02-13,Mumbai,Card,Delivered,15,0
1073,4267,2025-12-16,Bengaluru,COD,Delivered,20,99
1074,4060,2025-10-18,Lucknow,Net Banking,Delivered,0,49
1075,136,2025-06-10,Pune,COD,Delivered,15,79
1076,4782,2025-04-19,Pune,COD,Delivered,10,0
1077,1325,2024-11-27,Chandigarh,COD,Delivered,15,79
1078,2948,2025-08-22,Pune,Net Banking,Delivered,15,79
1079,1639,2025-11-10,Hyderabad,COD,Delivered,5,0
1080,3822,2024-12-17,Lucknow,Card,Delivered,0,0
1081,54,2023-11-02,Pune,COD,Delivered,0,49
1082,4216,2024-04-07,Indore,Card,Delivered,0,49
1083,1919,2024-12-08,Jaipur,COD,Delivered,5,79
1084,4741,2023-01-21,Pune,COD,Delivered,20,0
1085,3790,2025-02-19,Hyderabad,UPI,Delivered,5,79
1086,1811,2023-10-28,Mumbai,COD,Delivered,5,79
1087,1789,2025-01-23,Bengaluru,Net Banking,Delivered,0,49
1088,1011,2023-02-20,Bengaluru,Card,Delivered,0,79
1089,3373,2024-03-03,Indore,COD,Delivered,5,49
1090,2976,2024-06-12,Pune,Net Banking,Delivered,5,49
1091,2084,2024-04-17,Indore,Card,Delivered,15,49
1092,1202,2024-01-17,Bengaluru,UPI,Delivered,10,49
1093,3272,2024-04-14,Lucknow,UPI,Delivered,15,0
1094,1432,2023-10-19,Pune,UPI,Delivered,5,79
1095,1317,2025-07-01,Lucknow,Card,Delivered,0,79
1096,471,2024-02-07,Lucknow,Net Banking,Delivered,0,49
1097,3392,2023-06-18,Jaipur,COD,Delivered,5,79
1098,885,2025-08-09,Mumbai,UPI,Delivered,5,99
1099,2049,2025-01-31,Jaipur,COD,Delivered,0,99
1100,3447,2023-02-03,Delhi,Net Banking,Delivered,15,79
1101,1625,2023-10-23,Hyderabad,COD,Delivered,0,79
1102,604,2025-08-07,Ahmedabad,COD,Delivered,20,49
1103,2450,2024-02-27,Mumbai,Card,Delivered,5,99
1104,1802,2025-12-20,Chandigarh,Net Banking,Delivered,10,49
1105,1712,2024-03-13,Ahmedabad,Card,Delivered,20,0
1106,4460,2025-08-17,Lucknow,Card,Delivered,20,49
1107,4569,2025-02-01,Bengaluru,Card,Delivered,0,49
1108,970,2025-11-10,Jaipur,Net Banking,Delivered,10,99
1109,2382,2023-03-03,Chandigarh,UPI,Delivered,5,79
1110,3457,2025-12-09,Jaipur,COD,Delivered,15,0
1111,534,2025-10-09,Lucknow,UPI,Delivered,15,99
1112,122,2025-12-25,Lucknow,Card,Delivered,15,49
1113,3725,2023-07-02,Delhi,Net Banking,Delivered,0,49
1114,3857,2023-10-28,Jaipur,Card,Delivered,15,99
1115,1668,2024-10-28,Lucknow,Card,Delivered,10,99
1116,2069,2025-04-29,Hyderabad,Net Banking,Delivered,5,79
1117,4522,2024-12-13,Bengaluru,COD,Delivered,10,79
1118,3833,2025-01-23,Hyderabad,COD,Delivered,5,0
1119,3389,2025-10-01,Lucknow,UPI,Delivered,5,0
1120,134,2023-07-06,Indore,COD,Delivered,0,49
1121,3602,2025-02-09,Jaipur,Net Banking,Delivered,5,49
1122,2997,2024-02-24,Ahmedabad,Card,Delivered,5,49
1123,2206,2024-07-02,Lucknow,UPI,Delivered,20,49
1124,3759,2023-01-11,Lucknow,UPI,Delivered,0,0
1125,3084,2025-11-29,Indore,UPI,Delivered,15,99
1126,1263,2023-11-12,Delhi,Net Banking,Delivered,15,79
1127,2789,2024-02-09,Pune,Net Banking,Delivered,15,79
1128,4503,2025-06-01,Chandigarh,Card,Delivered,0,0
1129,2030,2024-08-22,Indore,UPI,Delivered,10,0
1130,287,2024-05-20,Delhi,COD,Delivered,10,99
1131,909,2024-03-13,Lucknow,UPI,Delivered,5,99
1132,3528,2025-10-23,Indore,Net Banking,Delivered,20,0
1133,4762,2023-06-29,Jaipur,COD,Delivered,20,49
1134,3858,2025-06-25,Pune,COD,Delivered,0,49
1135,3711,2024-12-27,Mumbai,Net Banking,Delivered,0,99
1136,4330,2025-03-20,Lucknow,UPI,Delivered,5,79
1137,4590,2023-04-03,Bengaluru,Net Banking,Delivered,20,99
1138,4917,2023-12-05,Ahmedabad,Net Banking,Delivered,10,49
1139,2931,2024-05-29,Jaipur,Net Banking,Delivered,20,99
1140,840,2024-01-18,Chandigarh,COD,Delivered,0,79
1141,4804,2025-10-30,Lucknow,UPI,Delivered,15,0
1142,3853,2024-11-07,Lucknow,Net Banking,Delivered,10,99
1143,604,2024-09-05,Ahmedabad,Card,Delivered,20,0
1144,4157,2025-06-22,Jaipur,COD,Delivered,10,99
1145,1551,2023-06-17,Mumbai,Card,Delivered,15,0
1146,1038,2024-11-23,Chandigarh,COD,Delivered,0,49
1147,1896,2025-04-17,Jaipur,UPI,Delivered,20,0
1148,174,2023-09-09,Mumbai,Card,Delivered,10,49
1149,3282,2023-09-26,Lucknow,COD,Delivered,20,99
1150,1559,2024-04-02,Mumbai,Net Banking,Delivered,20,79
1151,634,2024-11-24,Mumbai,UPI,Delivered,15,49
1152,3185,2023-05-21,Lucknow,Net Banking,Delivered,5,79
1153,415,2023-07-09,Lucknow,COD,Delivered,10,0
1154,2105,2024-08-27,Delhi,Card,Delivered,20,0
1155,1212,2025-02-04,Indore,Net Banking,Delivered,0,79
1156,1138,2023-07-14,Hyderabad,COD,Delivered,20,49
1157,3003,2025-06-05,Jaipur,COD,Delivered,15,0
1158,3776,2023-01-24,Ahmedabad,Card,Delivered,10,49
1159,1715,2025-01-18,Hyderabad,UPI,Delivered,0,99
1160,1001,2024-03-26,Ahmedabad,UPI,Delivered,5,49
1161,3564,2024-12-23,Delhi,UPI,Delivered,5,49
1162,2175,2023-04-17,Delhi,UPI,Delivered,5,99
1163,1705,2025-12-05,Pune,COD,Delivered,20,79
1164,4623,2025-07-08,Delhi,COD,Delivered,10,0
1165,2587,2024-01-07,Ahmedabad,UPI,Delivered,15,49
1166,563,2025-01-28,Mumbai,Net Banking,Delivered,0,99
1167,2794,2023-12-11,Lucknow,COD,Delivered,0,0
1168,4876,2023-05-10,Lucknow,UPI,Delivered,20,0
1169,3703,2024-04-16,Bengaluru,Card,Delivered,20,49
1170,1099,2024-10-26,Mumbai,Card,Delivered,10,99
1171,1465,2023-11-05,Mumbai,Net Banking,Delivered,5,0
1172,921,2025-10-31,Ahmedabad,UPI,Delivered,20,0
1173,648,2023-08-09,Delhi,UPI,Delivered,20,99
1174,1748,2024-12-05,Ahmedabad,UPI,Delivered,5,0
1175,1610,2024-03-20,Mumbai,UPI,Delivered,15,0
1176,376,2023-01-28,Indore,COD,Delivered,10,79
1177,4671,2023-06-04,Jaipur,UPI,Delivered,20,99
1178,2693,2024-04-28,Delhi,Net Banking,Delivered,10,99
1179,364,2024-12-22,Mumbai,UPI,Delivered,0,99
1180,4718,2025-10-24,Hyderabad,Card,Delivered,0,99
1181,2142,2025-03-26,Pune,Net Banking,Delivered,15,49
1182,2693,2024-06-12,Delhi,UPI,Delivered,5,79
1183,1701,2023-02-02,Jaipur,COD,Delivered,10,79
1184,3525,2024-10-09,Hyderabad,COD,Delivered,5,79
1185,1825,2023-06-25,Hyderabad,Card,Delivered,20,79
1186,3026,2025-03-11,Mumbai,Card,Delivered,10,99
1187,4184,2025-08-19,Delhi,Net Banking,Delivered,10,99
1188,4494,2025-03-04,Ahmedabad,COD,Delivered,5,99
1189,4268,2025-03-10,Mumbai,COD,Delivered,15,49
1190,34,2024-09-23,Pune,Net Banking,Delivered,20,49
1191,1376,2025-04-25,Chandigarh,UPI,Delivered,15,0
1192,1327,2023-11-19,Mumbai,Net Banking,Delivered,15,99
1193,1129,2023-05-09,Pune,Card,Delivered,10,99
1194,4381,2023-10-30,Chandigarh,Net Banking,Delivered,10,49
1195,4673,2024-11-27,Lucknow,COD,Delivered,5,79
1196,3900,2025-12-03,Lucknow,COD,Delivered,10,79
1197,3556,2024-01-04,Bengaluru,UPI,Delivered,0,79
1198,605,2025-01-07,Pune,Card,Delivered,5,79
1199,1092,2023-09-01,Chandigarh,Net Banking,Delivered,20,79
1200,4785,2024-04-15,Lucknow,Card,Delivered,10,49
1201,2001,2023-09-11,Hyderabad,Card,Delivered,0,0
1202,2484,2024-04-08,Mumbai,UPI,Delivered,0,79
1203,109,2025-09-21,Indore,Net Banking,Delivered,20,49
1204,3838,2025-08-11,Chandigarh,Net Banking,Delivered,15,49
1205,371,2023-07-17,Bengaluru,Card,Delivered,0,99
1206,1978,2024-03-20,Chandigarh,UPI,Delivered,15,0
1207,749,2025-02-23,Chandigarh,Card,Delivered,5,79
1208,2373,2025-11-29,Delhi,Card,Delivered,20,99
1209,138,2025-08-27,Delhi,Net Banking,Delivered,15,79
1210,4474,2024-03-12,Bengaluru,Card,Delivered,10,49
1211,3996,2024-10-06,Lucknow,Card,Delivered,10,79
1212,190,2024-10-21,Delhi,UPI,Delivered,5,79
1213,2747,2025-12-14,Lucknow,UPI,Delivered,20,49
1214,2628,2024-05-30,Indore,Card,Delivered,10,79
1215,741,2025-11-12,Indore,UPI,Delivered,15,49
1216,2287,2025-08-26,Lucknow,COD,Delivered,15,99
1217,1427,2025-10-11,Bengaluru,COD,Delivered,10,79
1218,3811,2023-09-22,Hyderabad,Net Banking,Delivered,0,99
1219,4041,2024-03-16,Lucknow,Card,Delivered,15,79
1220,3713,2023-10-07,Pune,UPI,Delivered,15,49
1221,2447,2024-08-28,Pune,Net Banking,Delivered,0,79
1222,3322,2023-09-07,Ahmedabad,UPI,Delivered,0,99
1223,1255,2023-10-19,Indore,Net Banking,Delivered,20,99
1224,2696,2024-09-30,Jaipur,Card,Delivered,10,49
1225,2330,2025-09-07,Delhi,Net Banking,Delivered,0,0
1226,4886,2024-05-12,Chandigarh,Card,Delivered,10,99
1227,1276,2023-02-28,Hyderabad,UPI,Delivered,0,0
1228,3994,2024-04-08,Bengaluru,COD,Delivered,10,79
1229,400,2024-12-29,Chandigarh,UPI,Delivered,20,99
1230,4955,2023-07-09,Hyderabad,UPI,Delivered,15,99
1231,1795,2023-11-11,Lucknow,Card,Delivered,15,79
1232,3536,2025-11-20,Delhi,Net Banking,Delivered,5,99
1233,1636,2023-08-29,Lucknow,Card,Delivered,5,49
1234,4028,2024-10-20,Hyderabad,COD,Delivered,10,0
1235,2174,2025-07-11,Delhi,Net Banking,Delivered,5,0
1236,1779,2025-03-22,Jaipur,Net Banking,Delivered,20,99
1237,2049,2025-10-13,Jaipur,COD,Delivered,10,0
1238,12,2025-04-04,Bengaluru,Net Banking,Delivered,15,99
1239,3637,2025-07-09,Lucknow,Card,Delivered,15,49
1240,854,2023-09-18,Lucknow,COD,Delivered,0,49
1241,471,2024-06-19,Lucknow,COD,Delivered,15,49
1242,119,2024-02-26,Pune,Net Banking,Delivered,5,0
1243,4461,2025-06-01,Jaipur,UPI,Delivered,20,49
1244,2168,2025-03-24,Delhi,Net Banking,Delivered,0,79
1245,655,2024-01-08,Chandigarh,Net Banking,Delivered,5,79
1246,697,2025-12-03,Jaipur,UPI,Delivered,10,0
1247,3248,2024-12-20,Jaipur,Net Banking,Delivered,0,49
1248,1053,2023-03-01,Bengaluru,COD,Delivered,15,49
1249,130,2023-02-08,Bengaluru,COD,Delivered,10,49
1250,4262,2023-07-14,Indore,Net Banking,Delivered,0,99
1251,2410,2025-02-01,Pune,Card,Delivered,20,79
1252,1516,2024-05-20,Mumbai,UPI,Delivered,15,49
1253,2525,2024-02-01,Lucknow,COD,Delivered,15,79
1254,2140,2025-03-29,Lucknow,COD,Delivered,15,99
1255,2205,2024-03-05,Mumbai,UPI,Delivered,10,99
1256,850,2023-07-02,Lucknow,UPI,Delivered,15,79
1257,4340,2023-02-18,Indore,Card,Delivered,20,79
1258,4610,2024-01-29,Bengaluru,COD,Delivered,5,0
1259,3310,2023-02-26,Chandigarh,UPI,Delivered,0,0
1260,3956,2023-08-06,Pune,UPI,Delivered,10,79
1261,933,2024-02-12,Delhi,COD,Delivered,15,79
1262,3618,2023-01-27,Pune,COD,Delivered,0,0
1263,297,2024-05-27,Indore,Net Banking,Delivered,15,0
1264,706,2023-07-03,Mumbai,Card,Delivered,10,99
1265,4335,2025-07-19,Jaipur,COD,Delivered,20,99
1266,825,2024-01-07,Pune,UPI,Delivered,0,99
1267,2099,2024-02-01,Ahmedabad,COD,Delivered,15,49
1268,2407,2023-12-22,Jaipur,COD,Delivered,0,79
1269,727,2024-06-30,Hyderabad,UPI,Delivered,10,99
1270,23,2025-06-28,Jaipur,Card,Delivered,20,49
1271,377,2023-08-31,Jaipur,Net Banking,Delivered,0,79
1272,4903,2025-10-19,Hyderabad,COD,Delivered,5,49
1273,2923,2025-05-18,Delhi,COD,Delivered,20,79
1274,2380,2025-05-10,Pune,Net Banking,Delivered,0,0
1275,312,2024-12-11,Pune,COD,Delivered,20,99
1276,435,2024-02-03,Bengaluru,Net Banking,Delivered,15,79
1277,2372,2025-02-22,Pune,COD,Delivered,5,49
1278,2864,2025-05-18,Chandigarh,Net Banking,Delivered,10,99
1279,849,2025-03-04,Hyderabad,Net Banking,Delivered,15,79
1280,4942,2024-12-15,Lucknow,Net Banking,Delivered,10,49
1281,3099,2023-03-15,Chandigarh,UPI,Delivered,5,79
1282,1266,2025-10-11,Ahmedabad,Net Banking,Delivered,5,0
1283,2777,2025-03-26,Bengaluru,Net Banking,Delivered,10,49
1284,1150,2025-06-22,Pune,UPI,Delivered,10,79
1285,837,2025-02-06,Hyderabad,Card,Delivered,5,49
1286,2956,2024-01-22,Ahmedabad,Card,Delivered,5,0
1287,2033,2024-09-12,Hyderabad,Net Banking,Delivered,20,0
1288,125,2024-03-29,Bengaluru,UPI,Delivered,15,49
1289,2529,2023-01-03,Pune,Card,Delivered,15,49
1290,21,2023-07-31,Lucknow,COD,Delivered,0,49
1291,1650,2025-12-27,Hyderabad,Card,Delivered,15,99
1292,3085,2025-03-19,Ahmedabad,COD,Delivered,15,79
1293,1509,2025-06-03,Indore,Card,Delivered,0,49
1294,2128,2024-02-07,Lucknow,Net Banking,Delivered,20,99
1295,1148,2023-10-28,Hyderabad,UPI,Delivered,0,79
1296,129,2023-02-13,Indore,COD,Delivered,5,99
1297,1178,2025-12-28,Indore,UPI,Delivered,0,79
1298,24,2024-06-21,Jaipur,COD,Delivered,20,99
1299,4373,2025-11-27,Indore,UPI,Delivered,5,49
1300,1404,2024-05-30,Indore,COD,Delivered,5,79
1301,446,2025-08-26,Lucknow,Net Banking,Delivered,20,49
1302,2368,2024-01-11,Mumbai,Card,Delivered,15,0
1303,289,2025-04-06,Lucknow,Net Banking,Delivered,20,99
1304,2310,2025-09-11,Hyderabad,Card,Delivered,0,0
1305,3917,2025-03-28,Pune,UPI,Delivered,0,49
1306,4300,2025-10-04,Lucknow,Net Banking,Delivered,15,79
1307,2169,2024-09-01,Delhi,Card,Delivered,0,49
1308,1298,2025-07-02,Ahmedabad,UPI,Delivered,0,79
1309,2316,2023-04-02,Jaipur,UPI,Delivered,15,79
1310,1535,2024-07-01,Jaipur,UPI,Delivered,0,99
1311,2149,2024-09-09,Indore,Card,Delivered,15,79
1312,3055,2024-06-04,Bengaluru,COD,Delivered,20,79
1313,3617,2024-11-03,Delhi,Net Banking,Delivered,10,0
1314,4664,2025-09-08,Bengaluru,UPI,Delivered,5,0
1315,1027,2025-07-14,Bengaluru,COD,Delivered,20,49
1316,4551,2023-06-19,Hyderabad,Net Banking,Delivered,15,99
1317,3210,2024-06-18,Ahmedabad,Net Banking,Delivered,10,0
1318,1733,2024-02-14,Ahmedabad,COD,Delivered,5,0
1319,4036,2024-12-01,Lucknow,UPI,Delivered,5,99
1320,4857,2025-01-10,Lucknow,UPI,Delivered,5,49
1321,2866,2025-04-03,Chandigarh,Card,Delivered,15,49
1322,1906,2023-12-05,Jaipur,COD,Delivered,5,79
1323,3232,2024-05-16,Mumbai,UPI,Delivered,0,99
1324,3623,2024-01-04,Bengaluru,Card,Delivered,15,49
1325,2907,2023-10-26,Jaipur,Card,Delivered,20,79
1326,4650,2024-10-30,Pune,Net Banking,Delivered,0,0
1327,3418,2023-06-10,Jaipur,UPI,Delivered,20,49
1328,4954,2023-04-24,Hyderabad,UPI,Delivered,10,0
1329,4780,2024-08-31,Bengaluru,COD,Delivered,20,79
1330,895,2025-01-05,Delhi,COD,Delivered,15,99
1331,4686,2025-12-12,Delhi,Net Banking,Delivered,5,79
1332,1503,2025-12-13,Ahmedabad,UPI,Delivered,0,79
1333,4330,2024-01-20,Lucknow,COD,Delivered,20,49
1334,2164,2024-12-28,Delhi,Card,Delivered,0,79
1335,1783,2025-08-14,Pune,Net Banking,Delivered,15,0
1336,1048,2024-05-14,Indore,COD,Delivered,0,0
1337,221,2024-09-13,Lucknow,COD,Delivered,10,99
1338,1266,2024-11-24,Ahmedabad,Net Banking,Delivered,0,79
1339,989,2024-10-28,Hyderabad,Net Banking,Delivered,0,49
1340,2871,2024-08-17,Pune,Net Banking,Delivered,0,49
1341,68,2025-04-25,Jaipur,Net Banking,Delivered,20,79
1342,2869,2024-03-06,Jaipur,UPI,Delivered,10,79
1343,1742,2023-10-02,Lucknow,COD,Delivered,5,99
1344,2257,2025-07-14,Indore,Net Banking,Delivered,15,99
1345,2919,2025-01-27,Pune,Card,Delivered,10,0
1346,4403,2025-07-05,Bengaluru,Card,Delivered,5,79
1347,2875,2023-03-20,Delhi,UPI,Delivered,0,99
1348,2276,2024-08-05,Delhi,COD,Delivered,20,79
1349,1071,2023-08-05,Indore,Card,Delivered,15,99
1350,129,2024-11-29,Indore,UPI,Delivered,15,99
1351,4686,2025-01-15,Delhi,Net Banking,Delivered,20,49
1352,4008,2025-07-11,Mumbai,Net Banking,Delivered,15,99
1353,1390,2024-09-08,Chandigarh,Card,Delivered,0,49
1354,3344,2025-09-15,Lucknow,Card,Delivered,15,79
1355,406,2025-01-23,Pune,Net Banking,Delivered,0,49
1356,4101,2023-04-12,Chandigarh,Net Banking,Delivered,0,79
1357,3264,2024-05-07,Lucknow,Net Banking,Delivered,10,79
1358,3754,2024-01-19,Jaipur,Card,Delivered,0,99
1359,2486,2025-09-17,Bengaluru,UPI,Delivered,15,99
1360,2001,2024-09-09,Hyderabad,UPI,Delivered,20,0
1361,592,2024-08-24,Mumbai,COD,Delivered,5,0
1362,4241,2024-11-06,Hyderabad,Card,Delivered,15,79
1363,745,2025-07-24,Hyderabad,Card,Delivered,20,49
1364,916,2023-04-05,Hyderabad,UPI,Delivered,20,49
1365,1971,2025-12-08,Delhi,UPI,Delivered,20,79
1366,683,2025-01-24,Ahmedabad,UPI,Delivered,10,49
1367,926,2025-01-26,Delhi,UPI,Delivered,5,49
1368,2755,2024-08-06,Lucknow,Card,Delivered,0,0
1369,2539,2024-03-20,Pune,Card,Delivered,20,99
1370,3469,2024-01-14,Delhi,COD,Delivered,0,49
1371,4117,2025-12-26,Indore,Net Banking,Delivered,20,49
1372,4100,2023-07-23,Chandigarh,COD,Delivered,15,99
1373,3686,2024-07-13,Bengaluru,Card,Delivered,5,0
1374,2200,2023-07-09,Ahmedabad,Card,Delivered,5,79
1375,4801,2025-09-11,Mumbai,COD,Delivered,10,49
1376,4323,2024-06-11,Bengaluru,Card,Delivered,15,49
1377,1144,2025-04-12,Indore,Net Banking,Delivered,5,99
1378,1181,2025-08-29,Bengaluru,Net Banking,Delivered,15,79
1379,3987,2025-03-05,Mumbai,UPI,Delivered,20,99
1380,1166,2024-03-20,Hyderabad,Card,Delivered,20,79
1381,2806,2024-11-07,Bengaluru,Net Banking,Delivered,15,99
1382,3806,2024-07-25,Jaipur,COD,Delivered,0,49
1383,2713,2025-02-07,Hyderabad,COD,Delivered,10,99
1384,3754,2023-05-11,Jaipur,Card,Delivered,0,49
1385,416,2023-10-07,Mumbai,COD,Delivered,10,99
1386,3420,2023-04-18,Ahmedabad,Card,Delivered,5,99
1387,3267,2024-07-06,Delhi,UPI,Delivered,0,99
1388,3834,2025-04-27,Bengaluru,Net Banking,Delivered,15,79
1389,3117,2023-04-16,Indore,Net Banking,Delivered,10,79
1390,4248,2025-07-09,Hyderabad,COD,Delivered,15,79
1391,3826,2023-01-05,Chandigarh,Net Banking,Delivered,0,79
1392,2174,2023-09-27,Delhi,COD,Delivered,15,99
1393,3638,2024-06-24,Indore,Card,Delivered,5,99
1394,1541,2023-03-16,Chandigarh,UPI,Delivered,10,99
1395,4578,2024-01-31,Lucknow,Card,Delivered,10,79
1396,146,2024-08-20,Hyderabad,COD,Delivered,5,0
1397,854,2023-07-24,Lucknow,UPI,Delivered,10,49
1398,2312,2023-06-19,Hyderabad,Net Banking,Delivered,20,0
1399,2575,2025-04-17,Ahmedabad,Card,Delivered,10,0
1400,1642,2024-10-16,Bengaluru,Net Banking,Delivered,0,0
1401,1056,2024-01-16,Hyderabad,COD,Delivered,20,99
1402,4715,2024-01-17,Indore,Net Banking,Delivered,15,0
1403,2168,2024-02-23,Delhi,UPI,Delivered,20,0
1404,682,2025-11-01,Chandigarh,COD,Delivered,20,0
1405,3597,2025-01-14,Lucknow,UPI,Delivered,5,49
1406,2838,2024-08-28,Bengaluru,Net Banking,Delivered,20,99
1407,2824,2023-09-29,Bengaluru,Card,Delivered,15,0
1408,1597,2025-05-29,Indore,Net Banking,Delivered,0,0
1409,2362,2025-10-28,Lucknow,Net Banking,Delivered,5,0
1410,772,2025-09-18,Mumbai,UPI,Delivered,15,79
1411,3623,2025-05-26,Bengaluru,Card,Delivered,0,0
1412,1116,2025-04-02,Chandigarh,Net Banking,Delivered,20,99
1413,4783,2023-08-14,Bengaluru,Card,Delivered,10,99
1414,2365,2024-08-03,Ahmedabad,Card,Delivered,5,0
1415,1619,2023-06-28,Hyderabad,COD,Delivered,5,99
1416,3939,2023-03-30,Ahmedabad,Card,Delivered,5,49
1417,964,2024-12-29,Ahmedabad,COD,Delivered,10,0
1418,2417,2025-07-18,Ahmedabad,Net Banking,Delivered,10,79
1419,1942,2025-07-24,Ahmedabad,Card,Delivered,5,0
1420,4926,2023-04-28,Mumbai,Net Banking,Delivered,5,99
1421,3061,2023-01-16,Hyderabad,COD,Delivered,10,99
1422,1897,2023-01-06,Jaipur,UPI,Delivered,10,99
1423,4807,2023-06-20,Chandigarh,COD,Delivered,20,0
1424,680,2024-02-19,Delhi,Net Banking,Delivered,5,49
1425,3231,2024-04-15,Hyderabad,Net Banking,Delivered,5,0
1426,1464,2024-10-16,Ahmedabad,Net Banking,Delivered,0,99
1427,4388,2024-08-30,Ahmedabad,UPI,Delivered,5,49
1428,1726,2023-10-30,Chandigarh,COD,Delivered,10,49
1429,2160,2025-12-18,Ahmedabad,UPI,Delivered,10,79
1430,3293,2023-03-12,Chandigarh,UPI,Delivered,10,0
1431,4544,2025-10-30,Indore,UPI,Delivered,0,79
1432,4101,2024-03-29,Chandigarh,COD,Delivered,5,79
1433,150,2024-04-04,Lucknow,Card,Delivered,15,49
1434,1403,2025-09-14,Mumbai,Card,Delivered,10,79
1435,318,2023-01-06,Pune,UPI,Delivered,20,79
1436,2612,2025-07-12,Bengaluru,Card,Delivered,15,0
1437,126,2023-01-22,Indore,UPI,Delivered,10,99
1438,2167,2024-11-29,Mumbai,Card,Delivered,20,49
1439,3894,2025-08-21,Jaipur,Net Banking,Delivered,0,99
1440,4840,2025-07-18,Delhi,Net Banking,Delivered,15,99
1441,3263,2023-07-13,Jaipur,Card,Delivered,15,49
1442,2340,2023-05-22,Indore,Net Banking,Delivered,0,79
1443,3852,2024-01-23,Jaipur,COD,Delivered,5,0
1444,2462,2025-10-20,Indore,Net Banking,Delivered,0,79
1445,3740,2024-12-18,Delhi,Card,Delivered,10,79
1446,2289,2025-01-24,Mumbai,COD,Delivered,15,0
1447,2643,2024-06-18,Ahmedabad,UPI,Delivered,15,49
1448,3370,2024-10-18,Delhi,Card,Delivered,15,49
1449,4092,2023-11-24,Hyderabad,Card,Delivered,15,0
1450,1299,2023-05-13,Ahmedabad,UPI,Delivered,0,99
